Id,Label,Degree,Betweenness,Expression,,,,,,Label,Betweenness,,
ENSMUSP00000080066,Sfi1,1,0,0,,,,,,Tnnc2,0,,
ENSMUSP00000026858,Plk4,1,0,0,,,,,,Tnnc1,0,,
ENSMUSP00000078429,Tuba4a,1,0,0,,,,,,Tnks,0,,
ENSMUSP00000018274,Csnk1d,1,0,0,,,,,,Tnk2,0,,
ENSMUSP00000038881,Ccp110,1,0,0,,,,,,Tnk1,0,,
ENSMUSP00000091312,Cep70,1,0,0,,,,,,Tnip1,0,,
ENSMUSP00000048036,Tubg1,1,0,0,,,,,,Tnfrsf8,0,,
ENSMUSP00000085580,Tuba3a,1,0,0,,,,,,Tnfrsf1b,0,,
ENSMUSP00000026547,Tubgcp2,1,0,0,,,,,,Tnfrsf14,0,,
ENSMUSP00000097605,Dync1i2,1,0,0,,,,,,Tnfrsf13c,0,,
ENSMUSP00000034602,Cd3d,1,0,0,,,,,,Tnc,0,,
ENSMUSP00000027849,Cd247,1,0,0,,,,,,Tmprss2,0,,
ENSMUSP00000030693,Fgr,1,0,0,,,,,,Tmed5,0,,
ENSMUSP00000003370,Hck,1,0,0,,,,,,Tmbim6,0,,
ENSMUSP00000099896,Cd3e,1,0,0,,,,,,Tlr6,0,,
ENSMUSP00000070131,Cd8b1,1,0,0,,,,,,Tlr3,0,,
ENSMUSP00000022368,Plau,1,0,0,,,,,,Tlr1,0,,
ENSMUSP00000015791,Lama5,1,0,0,,,,,,Tln1,0,,
ENSMUSP00000043957,Lama1,1,0,0,,,,,,Tle2,0,,
ENSMUSP00000024866,Xdh,1,0,115.8382422,,,,,,Tkfc,0,,
ENSMUSP00000020579,Hmmr,1,0,0,,,,,,Tk1,0,,
ENSMUSP00000120421,Nos1,1,0,0,,,,,,Tjp2,0,,
ENSMUSP00000043092,Blvrb,1,0,0,,,,,,Tirap,0,,
ENSMUSP00000030834,Nos3,1,0,0,,,,,,Tipin,0,,
ENSMUSP00000091011,Grb10,1,0,0,,,,,,Timp3,0,,
ENSMUSP00000049095,Ins1,1,0,0,,,,,,Timp1,0,,
ENSMUSP00000034740,Nedd4,1,0,0,,,,,,Tiam2,0,,
ENSMUSP00000060774,Pdha2,1,0,0,,,,,,Themis,0,,
ENSMUSP00000022268,Pdhb,1,0,0,,,,,,Tgif2,0,,
ENSMUSP00000041447,Pdk2,1,0,0,,,,,,Tgif1,0,,
ENSMUSP00000034567,Dlat,1,0,0,,,,,,Tgfbr3,0,,
ENSMUSP00000033662,Pdha1,1,0,0,,,,,,Tgfb3,0,,
ENSMUSP00000011058,Pdhx,1,0,0,,,,,,Terf1,0,,
ENSMUSP00000130604,Plce1,1,0,0,,,,,,Tek,0,,
ENSMUSP00000027362,Plcd4,1,0,0,,,,,,Tec,0,,
ENSMUSP00000099366,Plcd3,1,0,0,,,,,,Tdgf1,0,,
ENSMUSP00000113308,Synj1,1,0,0,,,,,,Tbxa2r,0,,
ENSMUSP00000010804,Plcd1,1,0,0,,,,,,Tbp,0,,
ENSMUSP00000032356,Plcz1,1,0,0,,,,,,Tbl1x,0,,
ENSMUSP00000111457,Synj2,1,0,0,,,,,,Tax1bp1,0,,
ENSMUSP00000032891,Smg1,1,0,0,,,,,,Tap2,0,,
ENSMUSP00000109523,Gspt2,1,0,0,,,,,,Tank,0,,
ENSMUSP00000086640,Ppp2r2a,1,0,0,,,,,,Tal1,0,,
ENSMUSP00000029404,Ppfia2,1,0,0,,,,,,Tagln,0,,
ENSMUSP00000025695,Ppp2r5b,1,0,0,,,,,,Tagap1,0,,
ENSMUSP00000018476,Stk3,1,0,0,,,,,,Tagap,0,,
ENSMUSP00000095030,Fgfr1op,1,0,0,,,,,,Tab3,0,,
ENSMUSP00000082053,Ppp2r5c,1,0,0,,,,,,Tab2,0,,
ENSMUSP00000032936,Ppp4c,1,0,0,,,,,,Tab1,0,,
ENSMUSP00000040321,Ppp2r2d,1,0,0,,,,,,Synj2,0,,
ENSMUSP00000133154,Gm8994,1,0,0,,,,,,Synj1,0,,
ENSMUSP00000032963,Ppme1,1,0,0,,,,,,Suv39h1,0,,
ENSMUSP00000025377,Ppp2r2b,1,0,0,,,,,,Supt3,0,,
ENSMUSP00000070726,Ppp2r5a,1,0,0,,,,,,Sufu,0,,
ENSMUSP00000126233,Ppfia1,1,0,0,,,,,,Stub1,0,,
ENSMUSP00000053101,Ppp3ca,1,0,0,,,,,,Strn4,0,,
ENSMUSP00000021447,Ppp2r5e,1,0,0,,,,,,Strn3,0,,
ENSMUSP00000093968,Ints5,1,0,0,,,,,,Strn,0,,
ENSMUSP00000046837,Ppp2r4,1,0,0,,,,,,Strip2,0,,
ENSMUSP00000024736,Sgol1,1,0,0,,,,,,Strip1,0,,
ENSMUSP00000086788,Ints6,1,0,0,,,,,,Stk4,0,,
ENSMUSP00000031003,Ppp2r2c,1,0,0,,,,,,Stk3,0,,
ENSMUSP00000072406,Ints1,1,0,0,,,,,,Stk26,0,,
ENSMUSP00000086459,Map3k4,1,0,0,,,,,,Stk25,0,,
ENSMUSP00000027507,Pdcd1,1,0,0,,,,,,Stat6,0,,
ENSMUSP00000051965,Exoc4,1,0,0,,,,,,Stat5b,0,,
ENSMUSP00000021273,Vamp2,1,0,0,,,,,,Stat2,0,,
ENSMUSP00000109121,Exoc1,1,0,0,,,,,,Stambp,0,,
ENSMUSP00000104069,Myo1c,1,0,0,,,,,,Sstr5,0,,
ENSMUSP00000032910,Mylpf,1,0,0,,,,,,Sstr3,0,,
ENSMUSP00000099513,Trpm7,1,0,0,,,,,,Sstr2,0,,
ENSMUSP00000021001,Rab10,1,0,0,,,,,,Sstr1,0,,
ENSMUSP00000064332,Exoc6,1,0,0,,,,,,Sst,0,,
ENSMUSP00000021785,Exoc2,1,0,0,,,,,,Ssrp1,0,,
ENSMUSP00000125434,Exoc5,1,0,0,,,,,,Ssbp2,0,,
ENSMUSP00000095915,Exoc8,1,0,0,,,,,,Srgap3,0,,
ENSMUSP00000024846,Myl12a,1,0,0,,,,,,Srgap1,0,,
ENSMUSP00000039416,Exoc3,1,0,0,,,,,,Srf,0,,
ENSMUSP00000028238,Rab14,1,0,0,,,,,,Sqstm1,0,,
ENSMUSP00000021147,Exoc7,1,0,0,,,,,,Sptbn4,0,,
ENSMUSP00000099985,Myl7,1,0,0,,,,,,Sptbn2,0,,
ENSMUSP00000019577,Gipc1,1,0,0,,,,,,Sptbn1,0,,
ENSMUSP00000065877,Sdc3,1,0,0,,,,,,Sptb,0,,
ENSMUSP00000022871,Sdc2,1,0,0,,,,,,Sptan1,0,,
ENSMUSP00000020911,Sdc1,1,0,0,,,,,,Spta1,0,,
ENSMUSP00000081545,Pappa,1,0,0,,,,,,Sorbs1,0,,
ENSMUSP00000124022,Pappa2,1,0,0,,,,,,Sod1,0,,
ENSMUSP00000065157,Npy5r,1,0,0,,,,,,Socs2,0,,
ENSMUSP00000055797,Cnr1,1,0,0,,,,,,Socs1,0,,
ENSMUSP00000053638,Aplnr,1,0,0,,,,,,Snw1,0,,
ENSMUSP00000054062,Galr2,1,0,0,,,,,,Snd1,0,,
ENSMUSP00000037045,Sstr1,1,0,0,,,,,,Snai1,0,,
ENSMUSP00000049963,Hrh3,1,0,0,,,,,,Smo,0,,
ENSMUSP00000043302,Ptger3,1,0,0,,,,,,Smg1,0,,
ENSMUSP00000062677,Ccr4,1,0,0,,,,,,Smarca4,0,,
ENSMUSP00000043522,Adora1,1,0,0,,,,,,Smad9,0,,
ENSMUSP00000060776,Cxcr6,1,0,0,,,,,,Smad6,0,,
ENSMUSP00000071353,Ccr1l1,1,0,0,,,,,,Smad5,0,,
ENSMUSP00000053489,Cxcr4,1,0,0,,,,,,Smad1,0,,
ENSMUSP00000059705,Adra2c,1,0,0,,,,,,Slmap,0,,
ENSMUSP00000050898,Htr1b,1,0,0,,,,,,Skp2,0,,
ENSMUSP00000022235,Htr1a,1,0,0,,,,,,Skor1,0,,
ENSMUSP00000063136,Htr1f,1,0,0,,,,,,Skil,0,,
ENSMUSP00000056576,Npy4r,1,0,0,,,,,,Ski,0,,
ENSMUSP00000101236,Oprm1,1,0,0,,,,,,Sirt2,0,,
ENSMUSP00000069957,Cnr2,1,0,0,,,,,,Sirpb1c,0,,
ENSMUSP00000071513,Oprl1,1,0,0,,,,,,Sirpb1b,0,,
ENSMUSP00000068578,Sstr2,1,0,0,,,,,,Sirpb1a,0,,
ENSMUSP00000107069,Ccr5,1,0,0,,,,,,Sirpa,0,,
ENSMUSP00000046233,Npbwr1,1,0,0,,,,,,Sin3a,0,,
ENSMUSP00000041061,Hrh4,1,0,0,,,,,,Sike1,0,,
ENSMUSP00000126758,Ccr9,1,0,0,,,,,,Shank3,0,,
ENSMUSP00000086592,Agtr2,1,0,0,,,,,,Sh3kbp1,0,,
ENSMUSP00000023390,Drd3,1,0,0,,,,,,Sh2b3,0,,
ENSMUSP00000058732,Rxfp4,1,0,0,,,,,,Sh2b2,0,,
ENSMUSP00000058040,Sstr3,1,0,0,,,,,,Sh2b1,0,,
ENSMUSP00000071798,Adra2b,1,0,0,,,,,,Sgol1,0,,
ENSMUSP00000036203,Adra2a,1,0,0,,,,,,Sfrp5,0,,
ENSMUSP00000049909,Ccr2,1,0,0,,,,,,Sfrp4,0,,
ENSMUSP00000050077,Oprd1,1,0,0,,,,,,Sfrp2,0,,
ENSMUSP00000027038,Oprk1,1,0,0,,,,,,Sfrp1,0,,
ENSMUSP00000045530,Npy1r,1,0,0,,,,,,Sfi1,0,,
ENSMUSP00000026569,Drd4,1,0,0,,,,,,Setmar,0,,
ENSMUSP00000062741,Rxfp3,1,0,0,,,,,,Serpinf2,0,,
ENSMUSP00000038884,Htr5a,1,0,0,,,,,,Serpine1,0,,
ENSMUSP00000026911,Ccr1,1,0,0,,,,,,Sell,0,,
ENSMUSP00000051085,Sstr5,1,0,0,,,,,,Sel1l,0,,
ENSMUSP00000039107,Ccr3,1,0,0,,,,,,Sdc3,0,,
ENSMUSP00000075170,Drd2,1,0,0,,,,,,Sdc2,0,,
ENSMUSP00000069114,Ackr3,1,0,0,,,,,,Sdc1,0,,
ENSMUSP00000096595,Npy2r,1,0,0,,,,,,Sct,0,,
ENSMUSP00000066381,Galr1,1,0,0,,,,,,Scnn1b,0,,
ENSMUSP00000086052,Htr1d,1,0,0,,,,,,Scnn1a,0,,
ENSMUSP00000079548,Tax1bp1,1,0,0,,,,,,Satb1,0,,
ENSMUSP00000030284,Rnf11,1,0,0,,,,,,S1pr1,0,,
ENSMUSP00000026661,Tk1,1,0,45.76247124,,,,,,S100a4,0,,
ENSMUSP00000096087,Bcl2a1d,1,0,126.200184,,,,,,S100a13,0,,
ENSMUSP00000073392,Klk1b24,1,0,0,,,,,,Rxrg,0,,
ENSMUSP00000082582,Klk1b21,1,0,0,,,,,,Rxrb,0,,
ENSMUSP00000074659,Klk1,1,0,0,,,,,,Rxfp4,0,,
ENSMUSP00000080133,Klk1b9,1,0,0,,,,,,Rxfp3,0,,
ENSMUSP00000076576,Klk1b4,1,0,0,,,,,,Rxfp2,0,,
ENSMUSP00000072063,Klk1b8,1,0,0,,,,,,Rxfp1,0,,
ENSMUSP00000028681,F2,1,0,0,,,,,,Runx3,0,,
ENSMUSP00000076733,Klk1b22,1,0,0,,,,,,Rsrc1,0,,
ENSMUSP00000077879,Klk1b1,1,0,0,,,,,,Rras,0,,
ENSMUSP00000047488,Klk1b26,1,0,0,,,,,,Rpsa,0,,
ENSMUSP00000078786,Klk1b27,1,0,0,,,,,,Rps9,0,,
ENSMUSP00000082577,Klk1b3,1,0,0,,,,,,Rps7,0,,
ENSMUSP00000073964,Klk1b5,1,0,0,,,,,,Rps5,0,,
ENSMUSP00000031695,Wasl,1,0,0,,,,,,Rps4x,0,,
ENSMUSP00000032997,Lat,1,0,0,,,,,,Rps2-ps6,0,,
ENSMUSP00000057844,Blnk,1,0,0,,,,,,Rps28,0,,
ENSMUSP00000108921,Frs3,1,0,0,,,,,,Rps26-ps1,0,,
ENSMUSP00000127842,Ap2a1,1,0,0,,,,,,Rps26,0,,
ENSMUSP00000046900,Lat2,1,0,0,,,,,,Rps25,0,,
ENSMUSP00000033505,Was,1,0,0,,,,,,Rps23,0,,
ENSMUSP00000064538,Dnm3,1,0,0,,,,,,Rps21,0,,
ENSMUSP00000133564,Dnm2,1,0,0,,,,,,Rps2,0,,
ENSMUSP00000096807,Sirpb1a,1,0,0,,,,,,Rps19,0,,
ENSMUSP00000033617,Btk,1,0,0,,,,,,Rps18-ps3,0,,
ENSMUSP00000046991,Wipf2,1,0,0,,,,,,Rps18,0,,
ENSMUSP00000029711,Insrr,1,0,0,,,,,,Rps17,0,,
ENSMUSP00000060129,Themis,1,0,0,,,,,,Rps16,0,,
ENSMUSP00000066238,Rap1b,1,0,0,,,,,,Rps15a,0,,
ENSMUSP00000079689,Dab2,1,0,0,,,,,,Rps14,0,,
ENSMUSP00000104021,Pag1,1,0,0,,,,,,Rps13,0,,
ENSMUSP00000052777,Pik3ap1,1,0,0,,,,,,Rps12-ps3,0,,
ENSMUSP00000047387,Dock4,1,0,0,,,,,,Rps12,0,,
ENSMUSP00000038121,Socs1,1,0,0,,,,,,Rps11,0,,
ENSMUSP00000099862,Tek,1,0,0,,,,,,Rplp2,0,,
ENSMUSP00000029712,Ntrk1,1,0,0,,,,,,Rplp1,0,,
ENSMUSP00000108075,Sh3kbp1,1,0,0,,,,,,Rplp0,0,,
ENSMUSP00000048057,Inppl1,1,0,0,,,,,,Rpl9-ps6,0,,
ENSMUSP00000021458,Sptb,1,0,0,,,,,,Rpl9,0,,
ENSMUSP00000099375,Itga2b,1,0,0,,,,,,Rpl8,0,,
ENSMUSP00000045240,Tnfrsf14,1,0,0,,,,,,Rpl7l1,0,,
ENSMUSP00000041611,Sh2b3,1,0,0,,,,,,Rpl7a-ps5,0,,
ENSMUSP00000110777,Tnk2,1,0,0,,,,,,Rpl7a,0,,
ENSMUSP00000046695,Dok3,1,0,0,,,,,,Rpl7,0,,
ENSMUSP00000056977,Ajuba,1,0,0,,,,,,Rpl6l,0,,
ENSMUSP00000032968,Cd19,1,0,0,,,,,,Rpl6,0,,
ENSMUSP00000034150,Gab1,1,0,0,,,,,,Rpl5,0,,
ENSMUSP00000076533,Ptpra,1,0,0,,,,,,Rpl4,0,,
ENSMUSP00000070876,Stambp,1,0,0,,,,,,Rpl3l,0,,
ENSMUSP00000032978,Sh2b1,1,0,0,,,,,,Rpl39l,0,,
ENSMUSP00000088618,Dnm1,1,0,0,,,,,,Rpl39,0,,
ENSMUSP00000061216,Sirpb1c,1,0,0,,,,,,Rpl38,0,,
ENSMUSP00000030683,Hgf,1,0,0,,,,,,Rpl37a,0,,
ENSMUSP00000035218,Nckipsd,1,0,0,,,,,,Rpl36-ps4,0,,
ENSMUSP00000129739,Eps15l1,1,0,0,,,,,,Rpl36-ps3,0,,
ENSMUSP00000092268,Wipf1,1,0,0,,,,,,Rpl36al,0,,
ENSMUSP00000127941,Inpp5d,1,0,0,,,,,,Rpl36a,0,,
ENSMUSP00000080716,Erbb3,1,0,0,,,,,,Rpl36,0,,
ENSMUSP00000103500,Tom1l1,1,0,0,,,,,,Rpl35a,0,,
ENSMUSP00000092703,Rapgef1,1,0,0,,,,,,Rpl35,0,,
ENSMUSP00000099790,Eps15,1,0,0,,,,,,Rpl34,0,,
ENSMUSP00000035203,Mst1r,1,0,0,,,,,,Rpl32,0,,
ENSMUSP00000066516,Khdrbs1,1,0,0,,,,,,Rpl31,0,,
ENSMUSP00000109348,Sptan1,1,0,0,,,,,,Rpl30,0,,
ENSMUSP00000029653,Egf,1,0,0,,,,,,Rpl3,0,,
ENSMUSP00000071836,Tec,1,0,0,,,,,,Rpl29,0,,
ENSMUSP00000082995,Map4k1,1,0,0,,,,,,Rpl28,0,,
ENSMUSP00000120240,Wipf3,1,0,0,,,,,,Rpl27-ps3,0,,
ENSMUSP00000026900,Hgs,1,0,0,,,,,,Rpl27a,0,,
ENSMUSP00000088174,Rap1a,1,0,0,,,,,,Rpl27,0,,
ENSMUSP00000087079,Dok1,1,0,0,,,,,,Rpl26,0,,
ENSMUSP00000099491,Sirpa,1,0,0,,,,,,Rpl23a-ps3,0,,
ENSMUSP00000039041,Flt3,1,0,0,,,,,,Rpl23a,0,,
ENSMUSP00000027050,Cops5,1,0,0,,,,,,Rpl23,0,,
ENSMUSP00000027817,Spta1,1,0,0,,,,,,Rpl21-ps4,0,,
ENSMUSP00000079324,Met,1,0,0,,,,,,Rpl21,0,,
ENSMUSP00000092355,Relb,1,0,0,,,,,,Rpl19,0,,
ENSMUSP00000099835,Sqstm1,1,0,0,,,,,,Rpl18a,0,,
ENSMUSP00000048376,Malt1,1,0,0,,,,,,Rpl18,0,,
ENSMUSP00000096829,Csnk2a1,1,0,0,,,,,,Rpl17,0,,
ENSMUSP00000099928,Rel,1,0,0,,,,,,Rpl15,0,,
ENSMUSP00000032815,Nfkbib,1,0,0,,,,,,Rpl14,0,,
ENSMUSP00000072859,Nfkb2,1,0,0,,,,,,Rpl13-ps3,0,,
ENSMUSP00000034056,Tlr3,1,0,0,,,,,,Rpl13a-ps1,0,,
ENSMUSP00000075721,Fbxw11,1,0,0,,,,,,Rpl13a,0,,
ENSMUSP00000070728,Btrc,1,0,0,,,,,,Rpl13,0,,
ENSMUSP00000022830,Ripk3,1,0,0,,,,,,Rpl12,0,,
ENSMUSP00000082154,Arnt2,1,0,0,,,,,,Rpl11,0,,
ENSMUSP00000077219,Tank,1,0,0,,,,,,Rpl10a,0,,
ENSMUSP00000030339,Tnfrsf8,1,0,0,,,,,,Rpa3,0,,
ENSMUSP00000032489,Ltbr,1,0,0,,,,,,Rpa2,0,,
ENSMUSP00000030336,Tnfrsf1b,1,0,0,,,,,,Ror2,0,,
ENSMUSP00000042391,Traf3ip1,1,0,0,,,,,,Rock2,0,,
ENSMUSP00000033494,Otud5,1,0,0,,,,,,Rock1,0,,
ENSMUSP00000082710,Traf5,1,0,0,,,,,,Rnf2,0,,
ENSMUSP00000129796,Map4k4,1,0,0,,,,,,Rnf146,0,,
ENSMUSP00000086564,Tnfrsf13c,1,0,0,,,,,,Rnf14,0,,
ENSMUSP00000027431,Htr2b,1,0,0,,,,,,Rnf11,0,,
ENSMUSP00000088768,Qrfpr,1,0,0,,,,,,Rlim,0,,
ENSMUSP00000029670,Ptgfr,1,0,0,,,,,,Ripk3,0,,
ENSMUSP00000046920,Uts2r,1,0,0,,,,,,Ring1,0,,
ENSMUSP00000061153,Ghsr,1,0,0,,,,,,Rhot2,0,,
ENSMUSP00000099473,Adra1d,1,0,0,,,,,,Rhot1,0,,
ENSMUSP00000034029,Ednra,1,0,0,,,,,,Rhoh,0,,
ENSMUSP00000099576,Ece1,1,0,0,,,,,,Rhoc,0,,
ENSMUSP00000040516,Kiss1r,1,0,0,,,,,,Rfng,0,,
ENSMUSP00000051368,Ltb4r1,1,0,0,,,,,,Rfc4,0,,
ENSMUSP00000033189,Cckbr,1,0,0,,,,,,Relb,0,,
ENSMUSP00000048358,Ltb4r2,1,0,0,,,,,,Rel,0,,
ENSMUSP00000051132,Oxtr,1,0,0,,,,,,Recql,0,,
ENSMUSP00000022331,Opn4,1,0,0,,,,,,Rbpjl,0,,
ENSMUSP00000074581,Gpr65,1,0,0,,,,,,Rbl2,0,,
ENSMUSP00000100962,Tbxa2r,1,0,0,,,,,,Rarg,0,,
ENSMUSP00000022718,Ednrb,1,0,0,,,,,,Rarb,0,,
ENSMUSP00000053703,Adra1a,1,0,0,,,,,,Rapgef1,0,,
ENSMUSP00000029084,Ntsr1,1,0,0,,,,,,Rap1b,0,,
ENSMUSP00000106693,Ntsr2,1,0,0,,,,,,Rap1a,0,,
ENSMUSP00000059034,Prokr1,1,0,0,,,,,,Ralbp1,0,,
ENSMUSP00000043936,Htr2c,1,0,0,,,,,,Rala,0,,
ENSMUSP00000070200,Adra1b,1,0,0,,,,,,Raet1d,0,,
ENSMUSP00000030562,Hcrtr1,1,0,0,,,,,,Rad52,0,,
ENSMUSP00000068298,Agtr1b,1,0,0,,,,,,Racgap1,0,,
ENSMUSP00000130225,C130060K24Rik,1,0,0,,,,,,Rab14,0,,
ENSMUSP00000047774,Htr2a,1,0,0,,,,,,Rab10,0,,
ENSMUSP00000031093,Cckar,1,0,0,,,,,,Qrfpr,0,,
ENSMUSP00000036320,Trhr,1,0,0,,,,,,Pyy,0,,
ENSMUSP00000027690,Avpr1b,1,0,0,,,,,,Ptx3,0,,
ENSMUSP00000033730,Grpr,1,0,0,,,,,,Ptpra,0,,
ENSMUSP00000056659,Prokr2,1,0,0,,,,,,Ptpn12,0,,
ENSMUSP00000031172,Gnrhr,1,0,0,,,,,,Pthlh,0,,
ENSMUSP00000070958,Agtr1a,1,0,0,,,,,,Pth2,0,,
ENSMUSP00000058230,Hcrtr2,1,0,0,,,,,,Pth,0,,
ENSMUSP00000040033,Npffr2,1,0,0,,,,,,Ptgfr,0,,
ENSMUSP00000026881,Ly96,1,0,0,,,,,,Ptger3,0,,
ENSMUSP00000106137,Gli3,1,0,0,,,,,,Ptger1,0,,
ENSMUSP00000128056,Ihh,1,0,0,,,,,,Psmf1,0,,
ENSMUSP00000023737,Dhh,1,0,0,,,,,,Psme2b,0,,
ENSMUSP00000026474,Gli1,1,0,0,,,,,,Psme2,0,,
ENSMUSP00000054837,Gli2,1,0,0,,,,,,Psmd9,0,,
ENSMUSP00000107498,Sufu,1,0,0,,,,,,Psmd13,0,,
ENSMUSP00000023352,Prkdc,1,0,0,,,,,,Psmb4,0,,
ENSMUSP00000025239,Bin1,1,0,0,,,,,,Psmb3,0,,
ENSMUSP00000025961,Prdx3,1,0,0,,,,,,Psma8,0,,
ENSMUSP00000129178,Pfdn5,1,0,0,,,,,,Psma7,0,,
ENSMUSP00000098035,Trrap,1,0,0,,,,,,Psma6,0,,
ENSMUSP00000051830,Dnmt3b,1,0,0,,,,,,Psen2,0,,
ENSMUSP00000135884,Gfi1,1,0,0,,,,,,Prokr2,0,,
ENSMUSP00000110425,Pias2,1,0,0,,,,,,Prokr1,0,,
ENSMUSP00000102078,Prdx1,1,0,0,,,,,,Prnp,0,,
ENSMUSP00000050783,Supt3,1,0,0,,,,,,Prmt5,0,,
ENSMUSP00000049038,Ep400,1,0,0,,,,,,Prlr,0,,
ENSMUSP00000117891,Wt1,1,0,0,,,,,,Prkdc,0,,
ENSMUSP00000129375,Med16,1,0,0,,,,,,Prkcz,0,,
ENSMUSP00000033169,Cdr2,1,0,0,,,,,,Prkcg,0,,
ENSMUSP00000047441,Nfyc,1,0,0,,,,,,Prkcb,0,,
ENSMUSP00000030400,Mycbp,1,0,0,,,,,,Prkaa2,0,,
ENSMUSP00000086034,Mybl1,1,0,0,,,,,,Prkaa1,0,,
ENSMUSP00000044714,C330027C09Rik,1,0,0,,,,,,Prim1,0,,
ENSMUSP00000069616,Egr1,1,0,0,,,,,,Prdx3,0,,
ENSMUSP00000078087,Mapk7,1,0,0,,,,,,Prdx1,0,,
ENSMUSP00000096549,Elavl1,1,0,0,,,,,,Ppy,0,,
ENSMUSP00000128620,Mcmdc2,1,0,0,,,,,,Ppp4c,0,,
ENSMUSP00000028948,Gins1,1,0,0,,,,,,Ppp3ca,0,,
ENSMUSP00000023598,Rfc4,1,0,0,,,,,,Ppp2r5e,0,,
ENSMUSP00000034132,Orc6,1,0,0,,,,,,Ppp2r5d,0,,
ENSMUSP00000126135,Mcm5,1,0,0,,,,,,Ppp2r5c,0,,
ENSMUSP00000107421,Wdhd1,1,0,0,,,,,,Ppp2r5b,0,,
ENSMUSP00000048319,Orc3,1,0,0,,,,,,Ppp2r5a,0,,
ENSMUSP00000076971,Ssrp1,1,0,0,,,,,,Ppp2r4,0,,
ENSMUSP00000099805,Orc1,1,0,0,,,,,,Ppp2r2d,0,,
ENSMUSP00000025752,Pola2,1,0,0,,,,,,Ppp2r2c,0,,
ENSMUSP00000026461,Prim1,1,0,0,,,,,,Ppp2r2b,0,,
ENSMUSP00000059192,Mcm3,1,0,0,,,,,,Ppp2r2a,0,,
ENSMUSP00000034094,Gins3,1,0,0,,,,,,Ppme1,0,,
ENSMUSP00000066842,Mcm8,1,0,0,,,,,,Ppm1a,0,,
ENSMUSP00000031221,Cdc7,1,0,0,,,,,,Ppif,0,,
ENSMUSP00000099621,Rpa2,1,0,0,,,,,,Ppfia2,0,,
ENSMUSP00000044831,Atrip,1,0,0,,,,,,Ppfia1,0,,
ENSMUSP00000027601,Mcm6,1,0,0,,,,,,Postn,0,,
ENSMUSP00000033950,Gins4,1,0,0,,,,,,Pole2,0,,
ENSMUSP00000061923,Mcm2,1,0,0,,,,,,Pola2,0,,
ENSMUSP00000028098,Orc4,1,0,0,,,,,,Pola1,0,,
ENSMUSP00000098897,Mad2l1,1,0,0,,,,,,Pofut1,0,,
ENSMUSP00000091469,Cdc6,1,0,0,,,,,,Pnoc,0,,
ENSMUSP00000132906,Dbf4,1,0,0,,,,,,Pms2,0,,
ENSMUSP00000034278,Gins2,1,0,0,,,,,,Pms1,0,,
ENSMUSP00000027980,Mcm10,1,0,0,,,,,,Pml,0,,
ENSMUSP00000074978,Mcm9,1,0,0,,,,,,Pmepa1,0,,
ENSMUSP00000062843,Mcmbp,1,0,0,,,,,,Pmch,0,,
ENSMUSP00000027198,Orc2,1,0,0,,,,,,Pmaip1,0,,
ENSMUSP00000030872,Orc5,1,0,0,,,,,,Plxnb1,0,,
ENSMUSP00000034980,Atr,1,0,0,,,,,,Plk4,0,,
ENSMUSP00000034964,Tipin,1,0,0,,,,,,Plk3,0,,
ENSMUSP00000025651,Fen1,1,0,0,,,,,,Plk2,0,,
ENSMUSP00000092019,Id1,1,0,0,,,,,,Plekhg5,0,,
ENSMUSP00000125502,Rad52,1,0,0,,,,,,Plekhg2,0,,
ENSMUSP00000027379,Xrcc5,1,0,0,,,,,,Plcz1,0,,
ENSMUSP00000107434,Recql,1,0,0,,,,,,Plcg2,0,,
ENSMUSP00000033990,Wrn,1,0,0,,,,,,Plce1,0,,
ENSMUSP00000039376,Exo1,1,0,0,,,,,,Plcd4,0,,
ENSMUSP00000035079,Mlh1,1,0,0,,,,,,Plcd3,0,,
ENSMUSP00000119875,Pms2,1,0,0,,,,,,Plcd1,0,,
ENSMUSP00000027267,Pms1,1,0,0,,,,,,Plau,0,,
ENSMUSP00000107620,Gm4788,1,0,0,,,,,,Pkp4,0,,
ENSMUSP00000025229,Cfb,1,0,0,,,,,,Pkn3,0,,
ENSMUSP00000077074,Cfi,1,0,0,,,,,,Pkn2,0,,
ENSMUSP00000056836,Cfd,1,0,0,,,,,,Pkn1,0,,
ENSMUSP00000107607,Cfh,1,0,0,,,,,,Pik3ap1,0,,
ENSMUSP00000025561,Anxa1,1,0,0,,,,,,Pias4,0,,
ENSMUSP00000123931,Cd46,1,0,0,,,,,,Pias2,0,,
ENSMUSP00000117677,Gm20547,1,0,0,,,,,,Phc3,0,,
ENSMUSP00000035687,H2-M3,1,0,85.79706092,,,,,,Phc2,0,,
ENSMUSP00000128388,Pdgfd,1,0,0,,,,,,Phc1,0,,
ENSMUSP00000025914,Vegfb,1,0,0,,,,,,Pgf,0,,
ENSMUSP00000083611,Nck2,1,0,0,,,,,,Pfdn5,0,,
ENSMUSP00000029566,Efna1,1,0,0,,,,,,Pelp1,0,,
ENSMUSP00000033751,Figf,1,0,0,,,,,,Pdx1,0,,
ENSMUSP00000076120,Il34,1,0,0,,,,,,Pdk2,0,,
ENSMUSP00000027057,Terf1,1,0,0,,,,,,Pdhx,0,,
ENSMUSP00000041184,Psmf1,1,0,0,,,,,,Pdhb,0,,
ENSMUSP00000026560,Psmd13,1,0,0,,,,,,Pdha2,0,,
